Date,isStart,isEnd,Aurora,Bataan,Bulacan,Nueva Ecija,Pampanga,Tarlac,Zambales,Angeles,Olongapo,Batangas,Cavite,Laguna,Rizal,Quezon,Caloocan,Las Pinas,Makati,Malabon,Mandaluyong,Manila,Marikina,Muntinlupa,Navotas,Paranaque,Pasay,Pasig,Pateros,Quezon City,San Juan,Taguig,Valenzuela,Bohol,Cebu,Negros Oriental,Siquijor,Cebu City,Lapu-lapu City,Mandaue City,Davao del Norte,Davao del Sur,Davao Oriental,Davao Occidental,Davao de Oro,Davao City,day_of_week,month,day_of_month,day_of_year,day_name,Aurora Q Code,Bataan Q Code,Bulacan Q Code,Nueva Ecija Q Code,Pampanga Q Code,Tarlac Q Code,Zambales Q Code,Angeles Q Code,Olongapo Q Code,Batangas Q Code,Cavite Q Code,Rizal Q Code,Laguna Q Code,Quezon Q Code,Caloocan Q Code,Las Pinas Q Code,Makati Q Code,Malabon Q Code,Mandaluyong Q Code,Manila Q Code,Marikina Q Code,Muntinlupa Q Code,Navotas Q Code,Paranaque Q Code,Pasay Q Code,Pasig Q Code,Pateros Q Code,Quezon City Q Code,San Juan Q Code,Taguig Q Code,Valenzuela Q Code,Bohol Q Code,Cebu Q Code,Negros Oriental Q Code,Siquijor Q Code,Cebu City Q Code,Lapu-lapu City Q Code,Mandaue City Q Code,Davao de Oro Q Code,Davao del Norte Q Code,Davao del Sur Q Code,Davao Occidental Q Code,Davao Oriental Q Code,Davao City Q Code,mode,mode Q Code,region_iii_mode,region_iii_mode Q Code,region_iva_mode,region_iva_mode Q Code,region_ncr_mode,region_ncr_mode Q Code,region_vii_mode,region_vii_mode Q Code,region_xi_mode,region_xi_mode Q Code
2020-05-22,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GCQ,GCQ,MECQ,GCQ,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,GCQ,GCQ,GCQ,MECQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,4,5,22,143,Friday,0,0,0,0,0,0,0,0,0,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,ECQ,4,NONE,0,GCQ,2,ECQ,4,GCQ,2,GCQ,2
2020-05-23,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GCQ,GCQ,MECQ,GCQ,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,GCQ,GCQ,GCQ,MECQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,5,5,23,144,Saturday,0,0,0,0,0,0,0,0,0,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,ECQ,4,NONE,0,GCQ,2,ECQ,4,GCQ,2,GCQ,2
2020-05-24,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GCQ,GCQ,MECQ,GCQ,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,GCQ,GCQ,GCQ,MECQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,6,5,24,145,Sunday,0,0,0,0,0,0,0,0,0,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,ECQ,4,NONE,0,GCQ,2,ECQ,4,GCQ,2,GCQ,2
2020-05-25,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GCQ,GCQ,MECQ,GCQ,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,GCQ,GCQ,GCQ,MECQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,0,5,25,146,Monday,0,0,0,0,0,0,0,0,0,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,ECQ,4,NONE,0,GCQ,2,ECQ,4,GCQ,2,GCQ,2
2020-05-26,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GCQ,GCQ,MECQ,GCQ,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,GCQ,GCQ,GCQ,MECQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,1,5,26,147,Tuesday,0,0,0,0,0,0,0,0,0,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,ECQ,4,NONE,0,GCQ,2,ECQ,4,GCQ,2,GCQ,2
2020-05-27,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GCQ,GCQ,MECQ,GCQ,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,GCQ,GCQ,GCQ,MECQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,2,5,27,148,Wednesday,0,0,0,0,0,0,0,0,0,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,ECQ,4,NONE,0,GCQ,2,ECQ,4,GCQ,2,GCQ,2
2020-05-28,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GCQ,GCQ,MECQ,GCQ,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,GCQ,GCQ,GCQ,MECQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,3,5,28,149,Thursday,0,0,0,0,0,0,0,0,0,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,ECQ,4,NONE,0,GCQ,2,ECQ,4,GCQ,2,GCQ,2
2020-05-29,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GCQ,GCQ,MECQ,GCQ,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,GCQ,GCQ,GCQ,MECQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,4,5,29,150,Friday,0,0,0,0,0,0,0,0,0,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,ECQ,4,NONE,0,GCQ,2,ECQ,4,GCQ,2,GCQ,2
2020-05-30,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GCQ,GCQ,MECQ,GCQ,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,GCQ,GCQ,GCQ,MECQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,5,5,30,151,Saturday,0,0,0,0,0,0,0,0,0,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,ECQ,4,NONE,0,GCQ,2,ECQ,4,GCQ,2,GCQ,2
2020-05-31,False,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GCQ,GCQ,MECQ,GCQ,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,GCQ,GCQ,GCQ,MECQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,6,5,31,152,Sunday,0,0,0,0,0,0,0,0,0,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,ECQ,4,NONE,0,GCQ,2,ECQ,4,GCQ,2,GCQ,2
2020-06-01,True,False,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,MGCQ,MGCQ,MGCQ,MGCQ,MGCQ,GCQ,0,6,1,153,Monday,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,MGCQ,1
2020-06-02,False,False,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,MGCQ,MGCQ,MGCQ,MGCQ,MGCQ,GCQ,1,6,2,154,Tuesday,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,MGCQ,1
2020-06-03,False,False,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,MGCQ,MGCQ,MGCQ,MGCQ,MGCQ,GCQ,2,6,3,155,Wednesday,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,MGCQ,1
2020-06-04,False,False,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,MGCQ,MGCQ,MGCQ,MGCQ,MGCQ,GCQ,3,6,4,156,Thursday,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,MGCQ,1
2020-06-05,False,False,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,MGCQ,MGCQ,MGCQ,MGCQ,MGCQ,GCQ,4,6,5,157,Friday,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,MGCQ,1
2020-06-06,False,False,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,MGCQ,MGCQ,MGCQ,MGCQ,MGCQ,GCQ,5,6,6,158,Saturday,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,MGCQ,1
2020-06-07,False,False,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,MGCQ,MGCQ,MGCQ,MGCQ,MGCQ,GCQ,6,6,7,159,Sunday,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,MGCQ,1
2020-06-08,False,False,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,MGCQ,MGCQ,MGCQ,MGCQ,MGCQ,GCQ,0,6,8,160,Monday,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,MGCQ,1
2020-06-09,False,False,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,MGCQ,MGCQ,MGCQ,MGCQ,MGCQ,GCQ,1,6,9,161,Tuesday,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,MGCQ,1
2020-06-10,False,False,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,MGCQ,MGCQ,MGCQ,MGCQ,MGCQ,GCQ,2,6,10,162,Wednesday,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,MGCQ,1
2020-06-11,False,False,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,MGCQ,MGCQ,MGCQ,MGCQ,MGCQ,GCQ,3,6,11,163,Thursday,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,MGCQ,1
2020-06-12,False,False,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,MGCQ,MGCQ,MGCQ,MGCQ,MGCQ,GCQ,4,6,12,164,Friday,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,MGCQ,1
2020-06-13,False,False,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,MGCQ,MGCQ,MGCQ,MGCQ,MGCQ,GCQ,5,6,13,165,Saturday,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,MGCQ,1
2020-06-14,False,False,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,MGCQ,MGCQ,MGCQ,MGCQ,MGCQ,GCQ,6,6,14,166,Sunday,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,MGCQ,1
2020-06-15,False,True,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,MGCQ,MGCQ,MGCQ,MGCQ,MGCQ,GCQ,0,6,15,167,Monday,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,MGCQ,1
2020-06-16,True,False,GCQ,GCQ,GCQ,MGCQ,MGCQ,GCQ,MGCQ,MGCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,ECQ,GCQ,GCQ,MGCQ,MGCQ,MGCQ,MGCQ,MGCQ,GCQ,1,6,16,168,Tuesday,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,1,1,1,1,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,MGCQ,1
2020-06-17,False,False,GCQ,GCQ,GCQ,MGCQ,MGCQ,GCQ,MGCQ,MGCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,ECQ,GCQ,GCQ,MGCQ,MGCQ,MGCQ,MGCQ,MGCQ,GCQ,2,6,17,169,Wednesday,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,1,1,1,1,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,MGCQ,1
2020-06-18,False,False,GCQ,GCQ,GCQ,MGCQ,MGCQ,GCQ,MGCQ,MGCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,ECQ,GCQ,GCQ,MGCQ,MGCQ,MGCQ,MGCQ,MGCQ,GCQ,3,6,18,170,Thursday,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,1,1,1,1,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,MGCQ,1
2020-06-19,False,False,GCQ,GCQ,GCQ,MGCQ,MGCQ,GCQ,MGCQ,MGCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,ECQ,GCQ,GCQ,MGCQ,MGCQ,MGCQ,MGCQ,MGCQ,GCQ,4,6,19,171,Friday,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,1,1,1,1,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,MGCQ,1
2020-06-20,False,False,GCQ,GCQ,GCQ,MGCQ,MGCQ,GCQ,MGCQ,MGCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,ECQ,GCQ,GCQ,MGCQ,MGCQ,MGCQ,MGCQ,MGCQ,GCQ,5,6,20,172,Saturday,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,1,1,1,1,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,MGCQ,1
2020-06-21,False,False,GCQ,GCQ,GCQ,MGCQ,MGCQ,GCQ,MGCQ,MGCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,ECQ,GCQ,GCQ,MGCQ,MGCQ,MGCQ,MGCQ,MGCQ,GCQ,6,6,21,173,Sunday,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,1,1,1,1,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,MGCQ,1
2020-06-22,False,False,GCQ,GCQ,GCQ,MGCQ,MGCQ,GCQ,MGCQ,MGCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,ECQ,GCQ,GCQ,MGCQ,MGCQ,MGCQ,MGCQ,MGCQ,GCQ,0,6,22,174,Monday,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,1,1,1,1,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,MGCQ,1
2020-06-23,False,False,GCQ,GCQ,GCQ,MGCQ,MGCQ,GCQ,MGCQ,MGCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,ECQ,GCQ,GCQ,MGCQ,MGCQ,MGCQ,MGCQ,MGCQ,GCQ,1,6,23,175,Tuesday,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,1,1,1,1,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,MGCQ,1
2020-06-24,False,False,GCQ,GCQ,GCQ,MGCQ,MGCQ,GCQ,MGCQ,MGCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,ECQ,GCQ,GCQ,MGCQ,MGCQ,MGCQ,MGCQ,MGCQ,GCQ,2,6,24,176,Wednesday,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,1,1,1,1,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,MGCQ,1
